,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
26760,28659,2013,4,9,2,8.0,-11,7.0,1015.0,0,239.16,0,0
26761,28660,2013,4,9,3,6.0,-11,7.0,1016.0,0,247.21,0,0
26762,28661,2013,4,9,4,8.0,-11,6.0,1017.0,0,251.23,0,0
26763,28662,2013,4,9,5,8.0,-11,6.0,1018.0,0,260.17,0,0
26764,28663,2013,4,9,6,9.0,-10,5.0,1018.0,0,265.09,0,0
26765,28664,2013,4,9,7,9.0,-11,7.0,1019.0,0,270.01,0,0
26766,28665,2013,4,9,8,11.0,-11,8.0,1019.0,0,278.95,0,0
26767,28666,2013,4,9,9,10.0,-12,10.0,1020.0,0,286.1,0,0
26768,28667,2013,4,9,10,12.0,-12,10.0,1021.0,0,295.04,0,0
26769,28668,2013,4,9,11,13.0,-13,12.0,1021.0,0,302.19,0,0
26770,28669,2013,4,9,12,13.0,-13,12.0,1020.0,0,309.34,0,0
26771,28670,2013,4,9,13,14.0,-15,13.0,1020.0,0,316.49,0,0
26772,28671,2013,4,9,14,14.0,-12,12.0,1020.0,0,321.41,0,0
26773,28672,2013,4,9,15,14.0,-11,11.0,1020.0,1,1.79,0,0
26774,28673,2013,4,9,16,11.0,-10,11.0,1019.0,0,4.02,0,0
26775,28674,2013,4,9,17,11.0,-12,11.0,1020.0,0,12.07,0,0
26776,28675,2013,4,9,18,12.0,-11,10.0,1020.0,0,20.12,0,0
26777,28676,2013,4,9,19,13.0,-15,9.0,1021.0,0,25.93,0,0
26778,28677,2013,4,9,20,14.0,-13,9.0,1022.0,0,33.08,0,0
26779,28678,2013,4,9,21,22.0,-13,8.0,1022.0,0,40.23,0,0
26780,28679,2013,4,9,22,11.0,-13,7.0,1023.0,0,46.04,0,0
26781,28680,2013,4,9,23,11.0,-12,6.0,1023.0,0,51.85,0,0
26782,28681,2013,4,10,0,10.0,-11,6.0,1022.0,0,56.77,0,0
26783,28682,2013,4,10,1,10.0,-10,6.0,1022.0,0,62.58,0,0
26784,28683,2013,4,10,2,11.0,-10,6.0,1022.0,0,68.39,0,0
26785,28684,2013,4,10,3,9.0,-11,5.0,1022.0,0,73.31,0,0
26786,28685,2013,4,10,4,11.0,-10,5.0,1021.0,0,79.12,0,0
26787,28686,2013,4,10,5,8.0,-9,5.0,1021.0,0,84.93,0,0
26788,28687,2013,4,10,6,9.0,-9,4.0,1021.0,0,89.85,0,0
26789,28688,2013,4,10,7,11.0,-9,6.0,1021.0,0,94.77,0,0
26790,28689,2013,4,10,8,8.0,-10,8.0,1021.0,0,102.82,0,0
26791,28690,2013,4,10,9,12.0,-10,9.0,1021.0,0,110.87,0,0
26792,28691,2013,4,10,10,12.0,-11,11.0,1021.0,0,120.7,0,0
26793,28692,2013,4,10,11,12.0,-13,11.0,1020.0,0,129.64,0,0
26794,28693,2013,4,10,12,10.0,-15,12.0,1019.0,0,138.58,0,0
26795,28694,2013,4,10,13,10.0,-15,12.0,1018.0,0,147.52,0,0
26796,28695,2013,4,10,14,14.0,-13,13.0,1018.0,0,157.35,0,0
26797,28696,2013,4,10,15,17.0,-12,12.0,1017.0,0,167.18,0,0
26798,28697,2013,4,10,16,10.0,-13,13.0,1016.0,0,175.23,0,0
26799,28698,2013,4,10,17,7.0,-14,11.0,1016.0,0,182.38,0,0
26800,28699,2013,4,10,18,6.0,-14,11.0,1016.0,0,189.53,0,0
26801,28700,2013,4,10,19,10.0,-14,10.0,1017.0,0,194.45,0,0
26802,28701,2013,4,10,20,17.0,-14,9.0,1017.0,0,197.58,0,0
26803,28702,2013,4,10,21,17.0,-15,9.0,1018.0,0,201.6,0,0
26804,28703,2013,4,10,22,21.0,-16,9.0,1018.0,0,204.73,0,0
26805,28704,2013,4,10,23,26.0,-13,7.0,1018.0,0,207.86,0,0
26806,28705,2013,4,11,0,21.0,-13,7.0,1019.0,0,210.99,0,0
26807,28706,2013,4,11,1,27.0,-12,7.0,1019.0,0,214.12,0,0
26808,28707,2013,4,11,2,29.0,-10,1.0,1019.0,0,218.14,0,0
26809,28708,2013,4,11,3,41.0,-11,3.0,1019.0,0,219.93,0,0
26810,28709,2013,4,11,4,16.0,-10,2.0,1019.0,0,223.06,0,0
26811,28710,2013,4,11,5,15.0,-10,2.0,1019.0,0,224.85,0,0
26812,28711,2013,4,11,6,13.0,-11,6.0,1019.0,0,229.77,0,0
26813,28712,2013,4,11,7,19.0,-12,8.0,1020.0,0,236.92,0,0
26814,28713,2013,4,11,8,19.0,-13,10.0,1020.0,0,245.86,0,0
26815,28714,2013,4,11,9,18.0,-14,11.0,1021.0,0,255.69,0,0
26816,28716,2013,4,11,11,10.0,-15,14.0,1020.0,0,271.79,0,0
26817,28717,2013,4,11,12,13.0,-16,15.0,1019.0,0,280.73,0,0
26818,28718,2013,4,11,13,12.0,-17,16.0,1018.0,0,288.78,0,0
26819,28719,2013,4,11,14,14.0,-16,17.0,1017.0,0,295.93,0,0
26820,28720,2013,4,11,15,9.0,-17,18.0,1016.0,0,305.76,0,0
26821,28721,2013,4,11,16,8.0,-17,18.0,1016.0,0,313.81,0,0
26822,28722,2013,4,11,17,6.0,-18,17.0,1016.0,0,321.86,0,0
26823,28723,2013,4,11,18,6.0,-18,16.0,1016.0,0,329.91,0,0
26824,28724,2013,4,11,19,5.0,-16,13.0,1016.0,1,1.79,0,0
26825,28725,2013,4,11,20,11.0,-12,11.0,1017.0,1,3.58,0,0
26826,28726,2013,4,11,21,22.0,-7,8.0,1017.0,3,0.89,0,0
26827,28727,2013,4,11,22,41.0,-11,9.0,1017.0,2,1.79,0,0
26828,28728,2013,4,11,23,49.0,-13,12.0,1017.0,2,5.81,0,0
26829,28729,2013,4,12,0,32.0,-11,9.0,1017.0,2,8.94,0,0
26830,28730,2013,4,12,1,38.0,-7,6.0,1017.0,3,0.89,0,0
26831,28731,2013,4,12,2,41.0,-8,5.0,1017.0,3,1.78,0,0
26832,28732,2013,4,12,3,35.0,-4,4.0,1016.0,0,0.89,0,0
26833,28733,2013,4,12,4,42.0,-4,2.0,1016.0,3,0.89,0,0
26834,28734,2013,4,12,5,55.0,-6,3.0,1016.0,3,1.34,0,0
26835,28735,2013,4,12,6,62.0,-6,1.0,1016.0,0,3.13,0,0
26836,28736,2013,4,12,7,66.0,-4,5.0,1016.0,1,0.89,0,0
26837,28737,2013,4,12,8,64.0,-7,10.0,1016.0,3,0.89,0,0
26838,28738,2013,4,12,9,53.0,-8,12.0,1016.0,3,1.78,0,0
26839,28739,2013,4,12,10,62.0,-10,14.0,1016.0,0,1.79,0,0
26840,28740,2013,4,12,11,53.0,-12,16.0,1015.0,0,3.58,0,0
26841,28741,2013,4,12,12,50.0,-10,18.0,1014.0,3,0.89,0,0
26842,28742,2013,4,12,13,62.0,-10,18.0,1013.0,2,1.79,0,0
26843,28743,2013,4,12,14,74.0,-9,21.0,1011.0,2,4.92,0,0
26844,28744,2013,4,12,15,41.0,-8,23.0,1009.0,2,8.94,0,0
26845,28745,2013,4,12,16,29.0,-8,23.0,1008.0,2,13.86,0,0
26846,28746,2013,4,12,17,45.0,-6,23.0,1008.0,2,19.67,0,0
26847,28747,2013,4,12,18,54.0,-4,21.0,1008.0,2,22.8,0,0
26848,28748,2013,4,12,19,52.0,-3,20.0,1008.0,3,1.79,0,0
26849,28749,2013,4,12,20,51.0,-1,17.0,1009.0,3,2.68,0,0
26850,28750,2013,4,12,21,47.0,-2,18.0,1008.0,2,1.79,0,0
26851,28751,2013,4,12,22,52.0,0,20.0,1007.0,2,7.6,0,0
26852,28752,2013,4,12,23,54.0,0,18.0,1006.0,3,0.89,0,0
26853,28753,2013,4,13,0,59.0,1,11.0,1006.0,1,0.89,0,0
26854,28754,2013,4,13,1,57.0,1,11.0,1005.0,3,0.89,0,0
26855,28755,2013,4,13,2,65.0,2,15.0,1004.0,2,3.13,0,0
26856,28756,2013,4,13,3,91.0,1,8.0,1003.0,3,0.89,0,0
26857,28757,2013,4,13,4,100.0,1,8.0,1002.0,3,1.78,0,0
26858,28758,2013,4,13,5,109.0,2,7.0,1002.0,3,2.67,0,0
26859,28759,2013,4,13,6,101.0,2,5.0,1002.0,0,1.79,0,0
26860,28760,2013,4,13,7,111.0,4,9.0,1002.0,0,3.58,0,0
26861,28761,2013,4,13,8,101.0,3,13.0,1002.0,1,1.79,0,0
26862,28762,2013,4,13,9,110.0,3,17.0,1002.0,3,1.79,0,0
26863,28763,2013,4,13,10,117.0,2,19.0,1002.0,1,1.79,0,0
26864,28764,2013,4,13,11,132.0,2,23.0,1002.0,0,3.13,0,0
26865,28765,2013,4,13,12,117.0,0,25.0,1002.0,1,4.92,0,0
26866,28766,2013,4,13,13,75.0,2,26.0,1002.0,0,11.18,0,0
26867,28767,2013,4,13,14,25.0,1,24.0,1002.0,0,21.01,0,0
26868,28768,2013,4,13,15,14.0,0,26.0,1003.0,0,29.95,0,0
26869,28769,2013,4,13,16,16.0,-2,25.0,1003.0,0,38.0,0,0
26870,28770,2013,4,13,17,13.0,-4,23.0,1004.0,0,47.83,0,0
26871,28771,2013,4,13,18,10.0,-5,21.0,1005.0,0,57.66,0,0
26872,28772,2013,4,13,19,10.0,-6,17.0,1006.0,0,65.71,0,0
26873,28773,2013,4,13,20,8.0,-9,17.0,1007.0,0,75.54,0,0
26874,28774,2013,4,13,21,10.0,-9,14.0,1009.0,0,81.35,0,0
26875,28775,2013,4,13,22,10.0,-13,14.0,1010.0,0,88.5,0,0
26876,28776,2013,4,13,23,12.0,-14,13.0,1011.0,1,7.15,0,0
26877,28777,2013,4,14,0,8.0,-15,12.0,1012.0,1,15.2,0,0
26878,28778,2013,4,14,1,6.0,-16,11.0,1013.0,1,19.22,0,0
26879,28779,2013,4,14,2,5.0,-18,10.0,1013.0,0,4.92,0,0
26880,28780,2013,4,14,3,6.0,-18,8.0,1013.0,1,1.79,0,0
26881,28781,2013,4,14,4,7.0,-14,4.0,1013.0,0,3.13,0,0
26882,28782,2013,4,14,5,6.0,-15,5.0,1014.0,1,4.02,0,0
26883,28783,2013,4,14,6,4.0,-15,5.0,1014.0,1,7.15,0,0
26884,28784,2013,4,14,7,6.0,-17,8.0,1014.0,1,11.17,0,0
26885,28785,2013,4,14,8,9.0,-18,10.0,1015.0,0,3.13,0,0
26886,28786,2013,4,14,9,7.0,-18,11.0,1015.0,3,1.79,0,0
26887,28787,2013,4,14,10,10.0,-18,12.0,1014.0,0,1.79,0,0
26888,28788,2013,4,14,11,34.0,-13,14.0,1013.0,3,0.89,0,0
26889,28789,2013,4,14,12,59.0,-5,15.0,1011.0,2,3.13,0,0
26890,28790,2013,4,14,13,53.0,-5,15.0,1010.0,2,7.15,0,0
26891,28791,2013,4,14,14,45.0,-6,16.0,1009.0,2,11.17,0,0
26892,28792,2013,4,14,15,38.0,-5,16.0,1008.0,2,16.98,0,0
26893,28793,2013,4,14,16,39.0,-6,17.0,1007.0,2,22.79,0,0
26894,28794,2013,4,14,17,45.0,-6,16.0,1006.0,2,27.71,0,0
26895,28795,2013,4,14,18,42.0,-5,15.0,1005.0,2,32.63,0,0
26896,28796,2013,4,14,19,43.0,-4,14.0,1005.0,2,36.65,0,0
26897,28797,2013,4,14,20,50.0,-4,14.0,1005.0,2,39.78,0,0
26898,28798,2013,4,14,21,48.0,-4,13.0,1005.0,2,42.91,0,0
26899,28799,2013,4,14,22,56.0,-3,12.0,1006.0,2,46.04,0,0
26900,28800,2013,4,14,23,63.0,-2,10.0,1006.0,2,49.17,0,0
26901,28801,2013,4,15,0,59.0,-3,11.0,1006.0,2,52.3,0,0
26902,28802,2013,4,15,1,53.0,-2,9.0,1005.0,3,0.89,0,0
26903,28803,2013,4,15,2,42.0,-1,8.0,1005.0,1,1.79,0,0
26904,28804,2013,4,15,3,44.0,-1,8.0,1005.0,1,3.58,0,0
26905,28805,2013,4,15,4,50.0,-1,7.0,1005.0,2,0.89,0,0
26906,28806,2013,4,15,5,65.0,-1,7.0,1004.0,2,1.78,0,0
26907,28807,2013,4,15,6,70.0,-1,6.0,1005.0,1,0.89,0,0
26908,28808,2013,4,15,7,73.0,1,9.0,1005.0,0,0.89,0,0
26909,28809,2013,4,15,8,71.0,-2,11.0,1006.0,2,1.79,0,0
26910,28810,2013,4,15,9,62.0,-4,13.0,1005.0,3,3.13,0,0
26911,28811,2013,4,15,10,73.0,-4,14.0,1005.0,2,1.79,0,0
26912,28812,2013,4,15,11,73.0,-3,16.0,1004.0,2,4.92,0,0
26913,28813,2013,4,15,12,78.0,-3,17.0,1003.0,2,8.94,0,0
26914,28814,2013,4,15,13,79.0,-3,19.0,1002.0,2,12.96,0,0
26915,28815,2013,4,15,14,79.0,-1,18.0,1001.0,2,17.88,0,0
26916,28816,2013,4,15,15,89.0,1,19.0,1000.0,2,22.8,0,0
26917,28817,2013,4,15,16,99.0,2,18.0,1000.0,2,28.61,0,0
26918,28819,2013,4,15,18,102.0,4,15.0,1000.0,2,41.57,0,0
26919,28820,2013,4,15,19,81.0,3,13.0,1001.0,2,47.38,0,0
26920,28821,2013,4,15,20,69.0,2,12.0,1002.0,2,52.3,0,0
26921,28822,2013,4,15,21,64.0,1,11.0,1003.0,2,55.43,0,0
26922,28823,2013,4,15,22,55.0,0,10.0,1003.0,2,57.22,0,0
26923,28824,2013,4,15,23,53.0,-1,10.0,1003.0,2,59.01,0,0
26924,28825,2013,4,16,0,50.0,-1,9.0,1003.0,2,62.14,0,0
26925,28826,2013,4,16,1,57.0,0,10.0,1004.0,0,4.02,0,0
26926,28827,2013,4,16,2,53.0,0,9.0,1002.0,3,0.45,0,0
26927,28828,2013,4,16,3,63.0,0,10.0,1003.0,3,2.24,0,0
26928,28829,2013,4,16,4,64.0,1,9.0,1003.0,0,1.79,0,0
26929,28830,2013,4,16,5,61.0,0,8.0,1003.0,0,3.58,0,0
26930,28831,2013,4,16,6,63.0,1,6.0,1004.0,0,6.71,0,0
26931,28832,2013,4,16,7,58.0,2,11.0,1005.0,0,8.5,0,0
26932,28833,2013,4,16,8,74.0,1,13.0,1006.0,1,3.13,0,0
26933,28834,2013,4,16,9,70.0,2,15.0,1007.0,1,6.26,0,0
26934,28835,2013,4,16,10,80.0,1,17.0,1007.0,1,11.18,0,0
26935,28837,2013,4,16,12,70.0,-3,19.0,1007.0,1,20.12,0,0
26936,28838,2013,4,16,13,57.0,-4,21.0,1007.0,3,0.89,0,0
26937,28839,2013,4,16,14,39.0,-4,21.0,1006.0,3,2.68,0,0
26938,28840,2013,4,16,15,36.0,-3,21.0,1006.0,3,4.47,0,0
26939,28841,2013,4,16,16,28.0,-5,21.0,1005.0,3,6.26,0,0
26940,28843,2013,4,16,18,27.0,0,19.0,1006.0,2,9.83,0,0
26941,28844,2013,4,16,19,62.0,-2,15.0,1007.0,2,16.98,0,0
26942,28845,2013,4,16,20,96.0,-2,12.0,1010.0,2,21.9,0,0
26943,28846,2013,4,16,21,81.0,-2,11.0,1011.0,2,26.82,0,0
26944,28847,2013,4,16,22,78.0,-1,10.0,1012.0,2,32.63,0,0
26945,28848,2013,4,16,23,75.0,-1,9.0,1013.0,2,37.55,0,0
26946,28849,2013,4,17,0,57.0,0,9.0,1013.0,2,41.57,0,0
26947,28850,2013,4,17,1,48.0,1,8.0,1013.0,2,44.7,0,0
26948,28851,2013,4,17,2,52.0,1,8.0,1013.0,2,47.83,0,0
26949,28852,2013,4,17,3,47.0,1,8.0,1013.0,2,49.62,0,0
26950,28853,2013,4,17,4,37.0,1,8.0,1012.0,3,0.89,0,0
26951,28854,2013,4,17,5,27.0,1,8.0,1012.0,2,1.79,0,0
26952,28855,2013,4,17,6,28.0,1,8.0,1012.0,2,4.92,0,0
26953,28856,2013,4,17,7,34.0,1,9.0,1013.0,2,8.05,0,0
26954,28857,2013,4,17,8,45.0,1,9.0,1013.0,2,9.84,0,0
26955,28858,2013,4,17,9,51.0,-1,11.0,1012.0,2,15.65,0,0
26956,28859,2013,4,17,10,49.0,-3,12.0,1011.0,2,21.46,0,0
26957,28860,2013,4,17,11,32.0,-4,13.0,1010.0,2,27.27,0,0
26958,28861,2013,4,17,12,41.0,-4,14.0,1010.0,2,31.29,0,0
26959,28862,2013,4,17,13,46.0,-5,15.0,1009.0,2,34.42,0,0
26960,28863,2013,4,17,14,55.0,-3,16.0,1008.0,2,37.55,0,0
26961,28864,2013,4,17,15,63.0,-5,16.0,1008.0,2,40.68,0,0
26962,28865,2013,4,17,16,72.0,-4,16.0,1007.0,2,44.7,0,0
26963,28866,2013,4,17,17,68.0,-4,15.0,1008.0,2,47.83,0,0
26964,28867,2013,4,17,18,60.0,-5,14.0,1009.0,2,51.85,0,0
26965,28868,2013,4,17,19,55.0,-7,13.0,1010.0,2,55.87,0,0
26966,28869,2013,4,17,20,49.0,-8,12.0,1012.0,2,59.0,0,0
26967,28870,2013,4,17,21,43.0,-8,12.0,1014.0,3,0.89,0,0
26968,28871,2013,4,17,22,44.0,-6,9.0,1015.0,1,0.89,0,0
26969,28872,2013,4,17,23,46.0,-5,9.0,1016.0,0,5.81,0,0
26970,28873,2013,4,18,0,39.0,-7,11.0,1017.0,0,13.86,0,0
26971,28874,2013,4,18,1,10.0,-8,9.0,1018.0,1,7.15,0,0
26972,28875,2013,4,18,2,13.0,-10,8.0,1020.0,1,14.3,0,0
26973,28876,2013,4,18,3,9.0,-11,7.0,1021.0,0,5.81,0,0
26974,28877,2013,4,18,4,6.0,-12,7.0,1022.0,0,9.83,0,0
26975,28878,2013,4,18,5,8.0,-12,6.0,1023.0,1,4.02,0,0
26976,28879,2013,4,18,6,10.0,-12,5.0,1024.0,1,7.15,0,0
26977,28880,2013,4,18,7,8.0,-14,8.0,1025.0,1,11.17,0,0
26978,28881,2013,4,18,8,9.0,-16,9.0,1026.0,1,16.98,0,0
26979,28882,2013,4,18,9,9.0,-17,10.0,1026.0,1,21.9,0,0
26980,28883,2013,4,18,10,7.0,-16,10.0,1026.0,1,29.05,0,0
26981,28884,2013,4,18,11,8.0,-17,11.0,1025.0,1,34.86,0,0
26982,28885,2013,4,18,12,6.0,-16,12.0,1024.0,1,39.78,0,0
26983,28886,2013,4,18,13,6.0,-19,14.0,1023.0,0,7.15,0,0
26984,28887,2013,4,18,14,4.0,-18,14.0,1022.0,1,5.81,0,0
26985,28888,2013,4,18,15,7.0,-20,14.0,1021.0,1,9.83,0,0
26986,28889,2013,4,18,16,6.0,-20,14.0,1020.0,1,13.85,0,0
26987,28890,2013,4,18,17,7.0,-20,14.0,1020.0,2,4.92,0,0
26988,28891,2013,4,18,18,9.0,-20,13.0,1020.0,1,4.92,0,0
26989,28892,2013,4,18,19,8.0,-19,12.0,1021.0,1,8.05,0,0
26990,28893,2013,4,18,20,16.0,-16,11.0,1022.0,2,1.79,0,0
26991,28894,2013,4,18,21,25.0,-16,11.0,1023.0,2,3.58,0,0
26992,28895,2013,4,18,22,28.0,-16,11.0,1024.0,3,0.89,0,0
26993,28896,2013,4,18,23,23.0,-16,11.0,1024.0,0,1.79,0,0
26994,28897,2013,4,19,0,41.0,-10,9.0,1024.0,2,1.79,0,0
26995,28898,2013,4,19,1,41.0,-2,8.0,1024.0,2,7.6,0,0
26996,28899,2013,4,19,2,56.0,-1,7.0,1024.0,2,12.52,0,0
26997,28900,2013,4,19,3,72.0,-1,6.0,1025.0,2,15.65,0,0
26998,28901,2013,4,19,4,63.0,-2,7.0,1025.0,2,18.78,0,0
26999,28902,2013,4,19,5,65.0,-4,6.0,1025.0,2,20.57,0,0
27000,28903,2013,4,19,6,56.0,-4,6.0,1025.0,2,22.36,0,0
27001,28904,2013,4,19,7,60.0,-4,7.0,1026.0,2,24.15,0,0
27002,28905,2013,4,19,8,51.0,-4,8.0,1027.0,2,25.94,0,0
27003,28906,2013,4,19,9,43.0,-5,8.0,1026.0,2,29.07,0,0
27004,28907,2013,4,19,10,41.0,-1,8.0,1026.0,2,33.09,0,0
27005,28908,2013,4,19,11,43.0,1,7.0,1026.0,2,40.24,0,0
27006,28909,2013,4,19,12,28.0,-1,7.0,1025.0,3,4.02,0,0
27007,28910,2013,4,19,13,35.0,-3,8.0,1025.0,2,4.02,0,0
27008,28911,2013,4,19,14,40.0,-3,8.0,1024.0,2,8.04,0,0
27009,28912,2013,4,19,15,41.0,-3,8.0,1023.0,2,12.06,0,0
27010,28913,2013,4,19,16,59.0,-3,8.0,1022.0,2,16.08,0,0
27011,28914,2013,4,19,17,57.0,-2,8.0,1022.0,2,21.0,0,0
27012,28915,2013,4,19,18,51.0,-2,7.0,1022.0,2,26.81,0,0
27013,28916,2013,4,19,19,57.0,0,7.0,1022.0,2,32.62,0,0
27014,28917,2013,4,19,20,64.0,0,6.0,1023.0,2,37.54,0,0
27015,28918,2013,4,19,21,71.0,1,5.0,1023.0,2,41.56,0,0
27016,28919,2013,4,19,22,77.0,1,5.0,1023.0,2,45.58,0,0
27017,28920,2013,4,19,23,73.0,1,5.0,1023.0,2,48.71,0,0
27018,28921,2013,4,20,0,67.0,1,5.0,1023.0,2,51.84,0,0
27019,28922,2013,4,20,1,64.0,1,4.0,1023.0,2,53.63,0,0
27020,28923,2013,4,20,2,65.0,1,3.0,1023.0,2,55.42,0,0
27021,28924,2013,4,20,3,74.0,1,3.0,1023.0,2,57.21,0,0
27022,28925,2013,4,20,4,80.0,1,2.0,1022.0,3,0.89,0,0
27023,28926,2013,4,20,5,84.0,0,1.0,1023.0,1,0.89,0,0
27024,28927,2013,4,20,6,83.0,1,1.0,1023.0,0,0.89,0,0
27025,28928,2013,4,20,7,86.0,3,4.0,1023.0,0,2.68,0,0
27026,28929,2013,4,20,8,92.0,2,6.0,1023.0,0,4.47,0,0
27027,28930,2013,4,20,9,92.0,1,8.0,1023.0,0,6.26,0,0
27028,28931,2013,4,20,10,84.0,0,10.0,1023.0,3,0.89,0,0
27029,28932,2013,4,20,11,75.0,-1,12.0,1022.0,3,2.68,0,0
27030,28933,2013,4,20,12,78.0,-3,14.0,1021.0,3,4.47,0,0
27031,28934,2013,4,20,13,75.0,-3,15.0,1020.0,3,6.26,0,0
27032,28935,2013,4,20,14,81.0,-4,16.0,1019.0,3,10.28,0,0
27033,28936,2013,4,20,15,70.0,-2,16.0,1018.0,2,4.92,0,0
27034,28937,2013,4,20,16,69.0,-2,16.0,1017.0,2,9.84,0,0
27035,28938,2013,4,20,17,63.0,-2,15.0,1017.0,2,15.65,0,0
27036,28939,2013,4,20,18,75.0,-2,14.0,1018.0,2,21.46,0,0
27037,28940,2013,4,20,19,67.0,-3,13.0,1018.0,2,27.27,0,0
27038,28941,2013,4,20,20,73.0,-2,12.0,1019.0,2,31.29,0,0
27039,28942,2013,4,20,21,81.0,-2,11.0,1020.0,2,36.21,0,0
27040,28943,2013,4,20,22,78.0,-1,11.0,1020.0,2,38.0,0,0
27041,28944,2013,4,20,23,91.0,0,8.0,1020.0,3,0.89,0,0
27042,28945,2013,4,21,0,105.0,1,8.0,1021.0,2,1.79,0,0
27043,28946,2013,4,21,1,117.0,1,6.0,1021.0,2,4.92,0,0
27044,28947,2013,4,21,2,118.0,1,7.0,1021.0,3,0.89,0,0
27045,28948,2013,4,21,3,125.0,2,5.0,1020.0,2,0.89,0,0
27046,28949,2013,4,21,4,123.0,2,5.0,1021.0,2,1.78,0,0
27047,28950,2013,4,21,5,132.0,2,4.0,1020.0,2,2.67,0,0
27048,28951,2013,4,21,6,126.0,2,4.0,1020.0,1,0.89,0,0
27049,28952,2013,4,21,7,136.0,3,6.0,1021.0,1,1.78,0,0
27050,28953,2013,4,21,8,151.0,4,8.0,1021.0,3,0.89,0,0
27051,28954,2013,4,21,9,143.0,4,10.0,1021.0,2,1.79,0,0
27052,28955,2013,4,21,10,153.0,3,12.0,1021.0,2,3.58,0,0
27053,28956,2013,4,21,11,156.0,3,15.0,1020.0,2,6.71,0,0
27054,28957,2013,4,21,12,164.0,2,16.0,1019.0,2,10.73,0,0
27055,28958,2013,4,21,13,147.0,3,16.0,1018.0,2,15.65,0,0
27056,28959,2013,4,21,14,134.0,3,17.0,1016.0,2,19.67,0,0
27057,28960,2013,4,21,15,138.0,2,18.0,1015.0,2,25.48,0,0
27058,28961,2013,4,21,16,140.0,0,19.0,1014.0,2,31.29,0,0
27059,28962,2013,4,21,17,142.0,0,18.0,1014.0,2,37.1,0,0
27060,28963,2013,4,21,18,149.0,2,17.0,1014.0,2,42.02,0,0
27061,28964,2013,4,21,19,137.0,3,16.0,1015.0,2,46.94,0,0
27062,28965,2013,4,21,20,126.0,3,14.0,1016.0,2,50.96,0,0
27063,28966,2013,4,21,21,102.0,3,13.0,1016.0,2,54.98,0,0
27064,28967,2013,4,21,22,89.0,3,13.0,1016.0,2,58.11,0,0
27065,28968,2013,4,21,23,89.0,3,13.0,1016.0,2,63.03,0,0
27066,28969,2013,4,22,0,104.0,3,12.0,1016.0,2,67.05,0,0
27067,28970,2013,4,22,1,114.0,4,11.0,1016.0,2,71.07,0,0
27068,28971,2013,4,22,2,120.0,4,10.0,1015.0,2,74.2,0,0
27069,28972,2013,4,22,3,123.0,4,9.0,1015.0,2,75.99,0,0
27070,28973,2013,4,22,4,128.0,4,7.0,1016.0,3,0.89,0,0
27071,28974,2013,4,22,5,138.0,3,7.0,1016.0,2,1.79,0,0
27072,28975,2013,4,22,6,147.0,4,8.0,1016.0,2,4.92,0,0
27073,28976,2013,4,22,7,151.0,5,9.0,1016.0,2,6.71,0,0
27074,28977,2013,4,22,8,160.0,5,10.0,1016.0,2,9.84,0,0
27075,28978,2013,4,22,9,165.0,6,12.0,1016.0,2,11.63,0,0
27076,28979,2013,4,22,10,175.0,6,13.0,1016.0,3,1.79,0,0
27077,28980,2013,4,22,11,195.0,6,14.0,1015.0,2,3.13,0,0
27078,28981,2013,4,22,12,201.0,7,15.0,1015.0,2,7.15,0,0
27079,28982,2013,4,22,13,214.0,7,15.0,1014.0,2,11.17,0,0
27080,28983,2013,4,22,14,236.0,7,15.0,1014.0,2,16.09,0,0
27081,28984,2013,4,22,15,218.0,7,16.0,1013.0,2,20.11,0,0
27082,28985,2013,4,22,16,228.0,7,16.0,1012.0,2,25.03,0,0
27083,28986,2013,4,22,17,190.0,7,15.0,1011.0,2,29.95,0,0
27084,28987,2013,4,22,18,158.0,7,15.0,1012.0,2,33.08,0,0
27085,28988,2013,4,22,19,166.0,6,15.0,1012.0,2,34.87,0,0
27086,28989,2013,4,22,20,171.0,7,12.0,1012.0,3,0.89,0,0
27087,28990,2013,4,22,21,183.0,7,11.0,1012.0,3,1.78,0,0
27088,28991,2013,4,22,22,197.0,7,11.0,1012.0,2,1.79,0,0
27089,28992,2013,4,22,23,188.0,7,13.0,1012.0,2,4.92,0,0
27090,28993,2013,4,23,0,152.0,7,13.0,1012.0,2,8.94,0,0
27091,28994,2013,4,23,1,135.0,7,12.0,1012.0,2,12.96,0,0
27092,28995,2013,4,23,2,135.0,6,10.0,1012.0,2,16.09,0,0
27093,28996,2013,4,23,3,134.0,6,10.0,1011.0,2,17.88,0,0
27094,28997,2013,4,23,4,140.0,7,9.0,1011.0,2,21.01,0,0
27095,28998,2013,4,23,5,146.0,7,9.0,1011.0,2,22.8,0,0
27096,28999,2013,4,23,6,175.0,7,10.0,1011.0,2,25.93,0,0
27097,29000,2013,4,23,7,195.0,7,10.0,1011.0,2,29.95,0,0
27098,29001,2013,4,23,8,203.0,7,10.0,1012.0,2,31.74,0,0
27099,29002,2013,4,23,9,201.0,7,11.0,1011.0,3,1.79,0,0
27100,29003,2013,4,23,10,214.0,7,11.0,1011.0,2,1.79,0,0
27101,29004,2013,4,23,11,214.0,8,13.0,1011.0,2,4.92,0,0
27102,29005,2013,4,23,12,229.0,8,14.0,1010.0,3,1.79,0,0
